AGE,COUNT,EVENT_TYPE,POPULATION,RACE,RATE,SEX,SITE,YEAR
45-49,600.0,Incidence,11211705,All Races,5.4,Female,Pancreas,2011
45-49,175.0,Mortality,11211705,All Races,1.6,Female,Stomach,2011
45-49,385.0,Incidence,11211705,All Races,3.4,Female,Stomach,2011
45-49,23.0,Mortality,11211705,All Races,0.2,Female,Thyroid,2011
45-49,3950.0,Incidence,11211705,All Races,35.2,Female,Thyroid,2011
45-49,71.0,Mortality,11211705,All Races,0.6,Female,Urinary Bladder,2011
45-49,408.0,Incidence,11211705,All Races,3.6,Female,Urinary Bladder,2011
5-9,197.0,Mortality,9952601,All Races,2.0,Female,All Cancer Sites Combined,2011
5-9,1192.0,Incidence,9952601,All Races,12.0,Female,All Cancer Sites Combined,2011
5-9,97.0,Mortality,9952601,All Races,1.0,Female,Brain and Other Nervous System,2011
5-9,343.0,Incidence,9952601,All Races,3.4,Female,Brain and Other Nervous System,2011
5-9,71.0,Incidence,9952601,All Races,0.7,Female,Kidney and Renal Pelvis,2011
5-9,36.0,Mortality,9952601,All Races,0.4,Female,Leukemias,2011
5-9,370.0,Incidence,9952601,All Races,3.7,Female,Leukemias,2011
5-9,16.0,Incidence,9952601,All Races,0.2,Female,Melanomas of the Skin,2011
5-9,57.0,Incidence,9952601,All Races,0.6,Female,Non-Hodgkin Lymphoma,2011
5-9,31.0,Incidence,9952601,All Races,0.3,Female,Ovary,2011
5-9,22.0,Incidence,9952601,All Races,0.2,Female,Thyroid,2011
50-54,15692.0,Mortality,11498174,All Races,136.5,Female,All Cancer Sites Combined,2011
50-54,69725.0,Incidence,11498174,All Races,606.4,Female,All Cancer Sites Combined,2011
50-54,463.0,Mortality,11498174,All Races,4.0,Female,Brain and Other Nervous System,2011
50-54,694.0,Incidence,11498174,All Races,6.0,Female,Brain and Other Nervous System,2011
50-54,485.0,Mortality,11498174,All Races,4.2,Female,Cervix,2011
50-54,1429.0,Incidence,11498174,All Races,12.4,Female,Cervix,2011
50-54,1351.0,Mortality,11498174,All Races,11.7,Female,Colon and Rectum,2011
50-54,5640.0,Incidence,11498174,All Races,49.1,Female,Colon and Rectum,2011
50-54,455.0,Mortality,11498174,All Races,4.0,Female,"Corpus and Uterus, NOS",2011
50-54,5121.0,Incidence,11498174,All Races,44.5,Female,"Corpus and Uterus, NOS",2011
50-54,173.0,Mortality,11498174,All Races,1.5,Female,Esophagus,2011
50-54,228.0,Incidence,11498174,All Races,2.0,Female,Esophagus,2011
50-54,3566.0,Mortality,11498174,All Races,31.0,Female,Female Breast,2011
50-54,25311.0,Incidence,11498174,All Races,220.1,Female,Female Breast,2011
50-54,7889.0,Incidence,11498174,All Races,68.6,Female,"Female Breast, <i>in situ</i>",2011
50-54,22.0,Mortality,11498174,All Races,0.2,Female,Hodgkin Lymphoma,2011
50-54,195.0,Incidence,11498174,All Races,1.7,Female,Hodgkin Lymphoma,2011
50-54,217.0,Mortality,11498174,All Races,1.9,Female,Kidney and Renal Pelvis,2011
50-54,1855.0,Incidence,11498174,All Races,16.1,Female,Kidney and Renal Pelvis,2011
50-54,62.0,Mortality,11498174,All Races,0.5,Female,Larynx,2011
50-54,323.0,Incidence,11498174,All Races,2.8,Female,Larynx,2011
50-54,355.0,Mortality,11498174,All Races,3.1,Female,Leukemias,2011
50-54,1258.0,Incidence,11498174,All Races,10.9,Female,Leukemias,2011
50-54,417.0,Mortality,11498174,All Races,3.6,Female,Liver and Intrahepatic Bile Duct,2011
50-54,617.0,Incidence,11498174,All Races,5.4,Female,Liver and Intrahepatic Bile Duct,2011
50-54,3617.0,Mortality,11498174,All Races,31.5,Female,Lung and Bronchus,2011
50-54,6289.0,Incidence,11498174,All Races,54.7,Female,Lung and Bronchus,2011
50-54,234.0,Mortality,11498174,All Races,2.0,Female,Melanomas of the Skin,2011
50-54,2966.0,Incidence,11498174,All Races,25.8,Female,Melanomas of the Skin,2011
50-54,21.0,Mortality,11498174,All Races,0.2,Female,Mesothelioma,2011
50-54,44.0,Incidence,11498174,All Races,0.4,Female,Mesothelioma,2011
50-54,164.0,Mortality,11498174,All Races,1.4,Female,Myeloma,2011
50-54,720.0,Incidence,11498174,All Races,6.3,Female,Myeloma,2011
50-54,271.0,Mortality,11498174,All Races,2.4,Female,Non-Hodgkin Lymphoma,2011
50-54,2066.0,Incidence,11498174,All Races,18.0,Female,Non-Hodgkin Lymphoma,2011
50-54,179.0,Mortality,11498174,All Races,1.6,Female,Oral Cavity and Pharynx,2011
50-54,1243.0,Incidence,11498174,All Races,10.8,Female,Oral Cavity and Pharynx,2011
50-54,986.0,Mortality,11498174,All Races,8.6,Female,Ovary,2011
50-54,2274.0,Incidence,11498174,All Races,19.8,Female,Ovary,2011
50-54,732.0,Mortality,11498174,All Races,6.4,Female,Pancreas,2011
50-54,1026.0,Incidence,11498174,All Races,8.9,Female,Pancreas,2011
50-54,232.0,Mortality,11498174,All Races,2.0,Female,Stomach,2011
50-54,651.0,Incidence,11498174,All Races,5.7,Female,Stomach,2011
50-54,25.0,Mortality,11498174,All Races,0.2,Female,Thyroid,2011
50-54,4401.0,Incidence,11498174,All Races,38.3,Female,Thyroid,2011
50-54,101.0,Mortality,11498174,All Races,0.9,Female,Urinary Bladder,2011
50-54,877.0,Incidence,11498174,All Races,7.6,Female,Urinary Bladder,2011
55-59,21463.0,Mortality,10442727,All Races,205.5,Female,All Cancer Sites Combined,2011
55-59,81523.0,Incidence,10442727,All Races,780.7,Female,All Cancer Sites Combined,2011
55-59,646.0,Mortality,10442727,All Races,6.2,Female,Brain and Other Nervous System,2011
55-59,885.0,Incidence,10442727,All Races,8.5,Female,Brain and Other Nervous System,2011
55-59,445.0,Mortality,10442727,All Races,4.3,Female,Cervix,2011
55-59,1235.0,Incidence,10442727,All Races,11.8,Female,Cervix,2011
55-59,1721.0,Mortality,10442727,All Races,16.5,Female,Colon and Rectum,2011
55-59,5817.0,Incidence,10442727,All Races,55.7,Female,Colon and Rectum,2011
55-59,818.0,Mortality,10442727,All Races,7.8,Female,"Corpus and Uterus, NOS",2011
55-59,8053.0,Incidence,10442727,All Races,77.1,Female,"Corpus and Uterus, NOS",2011
55-59,280.0,Mortality,10442727,All Races,2.7,Female,Esophagus,2011
55-59,342.0,Incidence,10442727,All Races,3.3,Female,Esophagus,2011
55-59,4266.0,Mortality,10442727,All Races,40.9,Female,Female Breast,2011
55-59,27391.0,Incidence,10442727,All Races,262.3,Female,Female Breast,2011
55-59,7589.0,Incidence,10442727,All Races,72.7,Female,"Female Breast, <i>in situ</i>",2011
55-59,26.0,Mortality,10442727,All Races,0.2,Female,Hodgkin Lymphoma,2011
55-59,200.0,Incidence,10442727,All Races,1.9,Female,Hodgkin Lymphoma,2011
55-59,370.0,Mortality,10442727,All Races,3.5,Female,Kidney and Renal Pelvis,2011
55-59,2300.0,Incidence,10442727,All Races,22.0,Female,Kidney and Renal Pelvis,2011
55-59,82.0,Mortality,10442727,All Races,0.8,Female,Larynx,2011
55-59,383.0,Incidence,10442727,All Races,3.7,Female,Larynx,2011
55-59,444.0,Mortality,10442727,All Races,4.3,Female,Leukemias,2011
55-59,1537.0,Incidence,10442727,All Races,14.7,Female,Leukemias,2011
55-59,611.0,Mortality,10442727,All Races,5.9,Female,Liver and Intrahepatic Bile Duct,2011
55-59,1000.0,Incidence,10442727,All Races,9.6,Female,Liver and Intrahepatic Bile Duct,2011
55-59,5236.0,Mortality,10442727,All Races,50.1,Female,Lung and Bronchus,2011
55-59,8721.0,Incidence,10442727,All Races,83.5,Female,Lung and Bronchus,2011
55-59,271.0,Mortality,10442727,All Races,2.6,Female,Melanomas of the Skin,2011
55-59,2932.0,Incidence,10442727,All Races,28.1,Female,Melanomas of the Skin,2011
55-59,37.0,Mortality,10442727,All Races,0.4,Female,Mesothelioma,2011
55-59,59.0,Incidence,10442727,All Races,0.6,Female,Mesothelioma,2011
55-59,304.0,Mortality,10442727,All Races,2.9,Female,Myeloma,2011
55-59,1001.0,Incidence,10442727,All Races,9.6,Female,Myeloma,2011
55-59,424.0,Mortality,10442727,All Races,4.1,Female,Non-Hodgkin Lymphoma,2011
55-59,2793.0,Incidence,10442727,All Races,26.7,Female,Non-Hodgkin Lymphoma,2011
55-59,225.0,Mortality,10442727,All Races,2.2,Female,Oral Cavity and Pharynx,2011
55-59,1435.0,Incidence,10442727,All Races,13.7,Female,Oral Cavity and Pharynx,2011
55-59,1341.0,Mortality,10442727,All Races,12.8,Female,Ovary,2011
55-59,2523.0,Incidence,10442727,All Races,24.2,Female,Ovary,2011
55-59,1310.0,Mortality,10442727,All Races,12.5,Female,Pancreas,2011
55-59,1724.0,Incidence,10442727,All Races,16.5,Female,Pancreas,2011
55-59,312.0,Mortality,10442727,All Races,3.0,Female,Stomach,2011
55-59,739.0,Incidence,10442727,All Races,7.1,Female,Stomach,2011
55-59,68.0,Mortality,10442727,All Races,0.7,Female,Thyroid,2011
55-59,3634.0,Incidence,10442727,All Races,34.8,Female,Thyroid,2011
55-59,169.0,Mortality,10442727,All Races,1.6,Female,Urinary Bladder,2011
55-59,1207.0,Incidence,10442727,All Races,11.6,Female,Urinary Bladder,2011
60-64,28610.0,Mortality,9269182,All Races,308.7,Female,All Cancer Sites Combined,2011
60-64,95950.0,Incidence,9269182,All Races,1035.2,Female,All Cancer Sites Combined,2011
60-64,874.0,Mortality,9269182,All Races,9.4,Female,Brain and Other Nervous System,2011
60-64,1086.0,Incidence,9269182,All Races,11.7,Female,Brain and Other Nervous System,2011
60-64,491.0,Mortality,9269182,All Races,5.3,Female,Cervix,2011
60-64,1088.0,Incidence,9269182,All Races,11.7,Female,Cervix,2011
60-64,2260.0,Mortality,9269182,All Races,24.4,Female,Colon and Rectum,2011
60-64,6982.0,Incidence,9269182,All Races,75.3,Female,Colon and Rectum,2011
60-64,1235.0,Mortality,9269182,All Races,13.3,Female,"Corpus and Uterus, NOS",2011
60-64,8983.0,Incidence,9269182,All Races,96.9,Female,"Corpus and Uterus, NOS",2011
60-64,308.0,Mortality,9269182,All Races,3.3,Female,Esophagus,2011
60-64,380.0,Incidence,9269182,All Races,4.1,Female,Esophagus,2011
60-64,4833.0,Mortality,9269182,All Races,52.1,Female,Female Breast,2011
60-64,31341.0,Incidence,9269182,All Races,338.1,Female,Female Breast,2011
60-64,7779.0,Incidence,9269182,All Races,83.9,Female,"Female Breast, <i>in situ</i>",2011
60-64,43.0,Mortality,9269182,All Races,0.5,Female,Hodgkin Lymphoma,2011
60-64,212.0,Incidence,9269182,All Races,2.3,Female,Hodgkin Lymphoma,2011
60-64,507.0,Mortality,9269182,All Races,5.5,Female,Kidney and Renal Pelvis,2011
60-64,2750.0,Incidence,9269182,All Races,29.7,Female,Kidney and Renal Pelvis,2011
60-64,101.0,Mortality,9269182,All Races,1.1,Female,Larynx,2011
60-64,395.0,Incidence,9269182,All Races,4.3,Female,Larynx,2011
60-64,698.0,Mortality,9269182,All Races,7.5,Female,Leukemias,2011
60-64,2049.0,Incidence,9269182,All Races,22.1,Female,Leukemias,2011
60-64,736.0,Mortality,9269182,All Races,7.9,Female,Liver and Intrahepatic Bile Duct,2011
60-64,975.0,Incidence,9269182,All Races,10.5,Female,Liver and Intrahepatic Bile Duct,2011
60-64,7705.0,Mortality,9269182,All Races,83.1,Female,Lung and Bronchus,2011
60-64,12426.0,Incidence,9269182,All Races,134.1,Female,Lung and Bronchus,2011
60-64,326.0,Mortality,9269182,All Races,3.5,Female,Melanomas of the Skin,2011
60-64,2945.0,Incidence,9269182,All Races,31.8,Female,Melanomas of the Skin,2011
60-64,42.0,Mortality,9269182,All Races,0.5,Female,Mesothelioma,2011
60-64,92.0,Incidence,9269182,All Races,1.0,Female,Mesothelioma,2011
60-64,494.0,Mortality,9269182,All Races,5.3,Female,Myeloma,2011
60-64,1362.0,Incidence,9269182,All Races,14.7,Female,Myeloma,2011
60-64,670.0,Mortality,9269182,All Races,7.2,Female,Non-Hodgkin Lymphoma,2011
60-64,3439.0,Incidence,9269182,All Races,37.1,Female,Non-Hodgkin Lymphoma,2011
60-64,232.0,Mortality,9269182,All Races,2.5,Female,Oral Cavity and Pharynx,2011
60-64,1470.0,Incidence,9269182,All Races,15.9,Female,Oral Cavity and Pharynx,2011
60-64,1747.0,Mortality,9269182,All Races,18.8,Female,Ovary,2011
60-64,2758.0,Incidence,9269182,All Races,29.8,Female,Ovary,2011
60-64,1824.0,Mortality,9269182,All Races,19.7,Female,Pancreas,2011
60-64,2292.0,Incidence,9269182,All Races,24.7,Female,Pancreas,2011
60-64,394.0,Mortality,9269182,All Races,4.3,Female,Stomach,2011
60-64,867.0,Incidence,9269182,All Races,9.4,Female,Stomach,2011
60-64,93.0,Mortality,9269182,All Races,1.0,Female,Thyroid,2011
60-64,3187.0,Incidence,9269182,All Races,34.4,Female,Thyroid,2011
60-64,243.0,Mortality,9269182,All Races,2.6,Female,Urinary Bladder,2011
60-64,1850.0,Incidence,9269182,All Races,20.0,Female,Urinary Bladder,2011
65-69,31653.0,Mortality,6805394,All Races,465.1,Female,All Cancer Sites Combined,2011
65-69,96259.0,Incidence,6805394,All Races,1414.5,Female,All Cancer Sites Combined,2011
65-69,817.0,Mortality,6805394,All Races,12.0,Female,Brain and Other Nervous System,2011
65-69,943.0,Incidence,6805394,All Races,13.9,Female,Brain and Other Nervous System,2011
65-69,398.0,Mortality,6805394,All Races,5.8,Female,Cervix,2011
65-69,844.0,Incidence,6805394,All Races,12.4,Female,Cervix,2011
65-69,2273.0,Mortality,6805394,All Races,33.4,Female,Colon and Rectum,2011
65-69,7272.0,Incidence,6805394,All Races,106.9,Female,Colon and Rectum,2011
65-69,1216.0,Mortality,6805394,All Races,17.9,Female,"Corpus and Uterus, NOS",2011
65-69,7170.0,Incidence,6805394,All Races,105.4,Female,"Corpus and Uterus, NOS",2011
65-69,321.0,Mortality,6805394,All Races,4.7,Female,Esophagus,2011
65-69,464.0,Incidence,6805394,All Races,6.8,Female,Esophagus,2011
65-69,4589.0,Mortality,6805394,All Races,67.4,Female,Female Breast,2011
65-69,29065.0,Incidence,6805394,All Races,427.1,Female,Female Breast,2011
65-69,7135.0,Incidence,6805394,All Races,104.8,Female,"Female Breast, <i>in situ</i>",2011
65-69,34.0,Mortality,6805394,All Races,0.5,Female,Hodgkin Lymphoma,2011
65-69,192.0,Incidence,6805394,All Races,2.8,Female,Hodgkin Lymphoma,2011
65-69,550.0,Mortality,6805394,All Races,8.1,Female,Kidney and Renal Pelvis,2011
65-69,2749.0,Incidence,6805394,All Races,40.4,Female,Kidney and Renal Pelvis,2011
65-69,127.0,Mortality,6805394,All Races,1.9,Female,Larynx,2011
65-69,405.0,Incidence,6805394,All Races,6.0,Female,Larynx,2011
65-69,919.0,Mortality,6805394,All Races,13.5,Female,Leukemias,2011
65-69,2267.0,Incidence,6805394,All Races,33.3,Female,Leukemias,2011
65-69,775.0,Mortality,6805394,All Races,11.4,Female,Liver and Intrahepatic Bile Duct,2011
65-69,922.0,Incidence,6805394,All Races,13.5,Female,Liver and Intrahepatic Bile Duct,2011
65-69,9849.0,Mortality,6805394,All Races,144.7,Female,Lung and Bronchus,2011
65-69,15951.0,Incidence,6805394,All Races,234.4,Female,Lung and Bronchus,2011
65-69,293.0,Mortality,6805394,All Races,4.3,Female,Melanomas of the Skin,2011
65-69,2639.0,Incidence,6805394,All Races,38.8,Female,Melanomas of the Skin,2011
65-69,63.0,Mortality,6805394,All Races,0.9,Female,Mesothelioma,2011
65-69,90.0,Incidence,6805394,All Races,1.3,Female,Mesothelioma,2011
65-69,553.0,Mortality,6805394,All Races,8.1,Female,Myeloma,2011
65-69,1424.0,Incidence,6805394,All Races,20.9,Female,Myeloma,2011
65-69,834.0,Mortality,6805394,All Races,12.3,Female,Non-Hodgkin Lymphoma,2011
65-69,3956.0,Incidence,6805394,All Races,58.1,Female,Non-Hodgkin Lymphoma,2011
65-69,245.0,Mortality,6805394,All Races,3.6,Female,Oral Cavity and Pharynx,2011
65-69,1383.0,Incidence,6805394,All Races,20.3,Female,Oral Cavity and Pharynx,2011
65-69,1830.0,Mortality,6805394,All Races,26.9,Female,Ovary,2011
65-69,2510.0,Incidence,6805394,All Races,36.9,Female,Ovary,2011
65-69,2131.0,Mortality,6805394,All Races,31.3,Female,Pancreas,2011
65-69,2632.0,Incidence,6805394,All Races,38.7,Female,Pancreas,2011
65-69,411.0,Mortality,6805394,All Races,6.0,Female,Stomach,2011
65-69,997.0,Incidence,6805394,All Races,14.7,Female,Stomach,2011
65-69,95.0,Mortality,6805394,All Races,1.4,Female,Thyroid,2011
65-69,2524.0,Incidence,6805394,All Races,37.1,Female,Thyroid,2011
65-69,360.0,Mortality,6805394,All Races,5.3,Female,Urinary Bladder,2011
65-69,2346.0,Incidence,6805394,All Races,34.5,Female,Urinary Bladder,2011
70-74,33717.0,Mortality,5204517,All Races,647.8,Female,All Cancer Sites Combined,2011
70-74,86403.0,Incidence,5204517,All Races,1660.2,Female,All Cancer Sites Combined,2011
70-74,710.0,Mortality,5204517,All Races,13.6,Female,Brain and Other Nervous System,2011
70-74,726.0,Incidence,5204517,All Races,13.9,Female,Brain and Other Nervous System,2011
70-74,290.0,Mortality,5204517,All Races,5.6,Female,Cervix,2011
70-74,609.0,Incidence,5204517,All Races,11.7,Female,Cervix,2011
70-74,2550.0,Mortality,5204517,All Races,49.0,Female,Colon and Rectum,2011
70-74,7749.0,Incidence,5204517,All Races,148.9,Female,Colon and Rectum,2011
70-74,1163.0,Mortality,5204517,All Races,22.3,Female,"Corpus and Uterus, NOS",2011
70-74,5127.0,Incidence,5204517,All Races,98.5,Female,"Corpus and Uterus, NOS",2011
70-74,361.0,Mortality,5204517,All Races,6.9,Female,Esophagus,2011
70-74,433.0,Incidence,5204517,All Races,8.3,Female,Esophagus,2011
70-74,4117.0,Mortality,5204517,All Races,79.1,Female,Female Breast,2011
70-74,23205.0,Incidence,5204517,All Races,445.9,Female,Female Breast,2011
70-74,5084.0,Incidence,5204517,All Races,97.7,Female,"Female Breast, <i>in situ</i>",2011
70-74,51.0,Mortality,5204517,All Races,1.0,Female,Hodgkin Lymphoma,2011
70-74,171.0,Incidence,5204517,All Races,3.3,Female,Hodgkin Lymphoma,2011
70-74,606.0,Mortality,5204517,All Races,11.6,Female,Kidney and Renal Pelvis,2011
70-74,2497.0,Incidence,5204517,All Races,48.0,Female,Kidney and Renal Pelvis,2011
70-74,107.0,Mortality,5204517,All Races,2.1,Female,Larynx,2011
70-74,327.0,Incidence,5204517,All Races,6.3,Female,Larynx,2011
70-74,1062.0,Mortality,5204517,All Races,20.4,Female,Leukemias,2011
70-74,2250.0,Incidence,5204517,All Races,43.2,Female,Leukemias,2011
70-74,861.0,Mortality,5204517,All Races,16.5,Female,Liver and Intrahepatic Bile Duct,2011
70-74,883.0,Incidence,5204517,All Races,17.0,Female,Liver and Intrahepatic Bile Duct,2011
70-74,10785.0,Mortality,5204517,All Races,207.2,Female,Lung and Bronchus,2011
70-74,16288.0,Incidence,5204517,All Races,313.0,Female,Lung and Bronchus,2011
70-74,304.0,Mortality,5204517,All Races,5.8,Female,Melanomas of the Skin,2011
70-74,2236.0,Incidence,5204517,All Races,43.0,Female,Melanomas of the Skin,2011
70-74,68.0,Mortality,5204517,All Races,1.3,Female,Mesothelioma,2011
70-74,107.0,Incidence,5204517,All Races,2.1,Female,Mesothelioma,2011
70-74,725.0,Mortality,5204517,All Races,13.9,Female,Myeloma,2011
70-74,1463.0,Incidence,5204517,All Races,28.1,Female,Myeloma,2011
70-74,1018.0,Mortality,5204517,All Races,19.6,Female,Non-Hodgkin Lymphoma,2011
70-74,3573.0,Incidence,5204517,All Races,68.7,Female,Non-Hodgkin Lymphoma,2011
70-74,271.0,Mortality,5204517,All Races,5.2,Female,Oral Cavity and Pharynx,2011
70-74,1224.0,Incidence,5204517,All Races,23.5,Female,Oral Cavity and Pharynx,2011
70-74,1798.0,Mortality,5204517,All Races,34.5,Female,Ovary,2011
70-74,2234.0,Incidence,5204517,All Races,42.9,Female,Ovary,2011
70-74,2471.0,Mortality,5204517,All Races,47.5,Female,Pancreas,2011
70-74,2842.0,Incidence,5204517,All Races,54.6,Female,Pancreas,2011
70-74,473.0,Mortality,5204517,All Races,9.1,Female,Stomach,2011
70-74,1006.0,Incidence,5204517,All Races,19.3,Female,Stomach,2011
70-74,122.0,Mortality,5204517,All Races,2.3,Female,Thyroid,2011
70-74,1603.0,Incidence,5204517,All Races,30.8,Female,Thyroid,2011
70-74,465.0,Mortality,5204517,All Races,8.9,Female,Urinary Bladder,2011
70-74,2362.0,Incidence,5204517,All Races,45.4,Female,Urinary Bladder,2011
75-79,35652.0,Mortality,4156288,All Races,857.8,Female,All Cancer Sites Combined,2011
75-79,78466.0,Incidence,4156288,All Races,1887.9,Female,All Cancer Sites Combined,2011
75-79,605.0,Mortality,4156288,All Races,14.6,Female,Brain and Other Nervous System,2011
75-79,753.0,Incidence,4156288,All Races,18.1,Female,Brain and Other Nervous System,2011
75-79,248.0,Mortality,4156288,All Races,6.0,Female,Cervix,2011
75-79,426.0,Incidence,4156288,All Races,10.2,Female,Cervix,2011
75-79,3001.0,Mortality,4156288,All Races,72.2,Female,Colon and Rectum,2011
75-79,8014.0,Incidence,4156288,All Races,192.8,Female,Colon and Rectum,2011
75-79,1061.0,Mortality,4156288,All Races,25.5,Female,"Corpus and Uterus, NOS",2011
75-79,3533.0,Incidence,4156288,All Races,85.0,Female,"Corpus and Uterus, NOS",2011
75-79,378.0,Mortality,4156288,All Races,9.1,Female,Esophagus,2011
