YEAR,RACE,SEX,SITE,EVENT_TYPE,AGE_ADJUSTED_RATE,COUNT,POPULATION,CRUDE_RATE
2001,All Races,Male,Stomach,Mortality,6.1,7191.0,139891492,5.1
2002,All Races,Male,Stomach,Incidence,10.3,12530.0,139847290,9.0
2002,All Races,Male,Stomach,Mortality,6.0,7133.0,141230559,5.1
2003,All Races,Male,Stomach,Incidence,10.2,12819.0,142428897,9.0
2003,All Races,Male,Stomach,Mortality,5.7,7055.0,142428897,5.0
2004,All Races,Male,Stomach,Incidence,10.0,12858.0,143828012,8.9
2004,All Races,Male,Stomach,Mortality,5.6,6958.0,143828012,4.8
2005,All Races,Male,Stomach,Incidence,9.7,12681.0,145197078,8.7
2005,All Races,Male,Stomach,Mortality,5.3,6752.0,145197078,4.7
2006,All Races,Male,Stomach,Incidence,9.5,12790.0,146647265,8.7
2006,All Races,Male,Stomach,Mortality,5.1,6653.0,146647265,4.5
2007,All Races,Male,Stomach,Incidence,9.5,13086.0,148064854,8.8
2007,All Races,Male,Stomach,Mortality,5.0,6757.0,148064854,4.6
2008,All Races,Male,Stomach,Incidence,9.3,13117.0,149489951,8.8
2008,All Races,Male,Stomach,Mortality,4.9,6735.0,149489951,4.5
2009,All Races,Male,Stomach,Incidence,9.3,13459.0,150807454,8.9
2009,All Races,Male,Stomach,Mortality,4.7,6665.0,150807454,4.4
2010,All Races,Male,Stomach,Incidence,9.4,14040.0,152077478,9.2
2010,All Races,Male,Stomach,Mortality,4.6,6703.0,152077478,4.4
2011,All Races,Male,Stomach,Incidence,9.4,14340.0,153212980,9.4
2011,All Races,Male,Stomach,Mortality,4.4,6544.0,153212980,4.3
2012,All Races,Male,Stomach,Incidence,9.2,14379.0,154397027,9.3
2012,All Races,Male,Stomach,Mortality,4.3,6611.0,154397027,4.3
2013,All Races,Male,Stomach,Incidence,9.2,14809.0,155514054,9.5
2013,All Races,Male,Stomach,Mortality,4.3,6793.0,155514054,4.4
2014,All Races,Male,Stomach,Incidence,9.1,15093.0,156695810,9.6
2014,All Races,Male,Stomach,Mortality,4.2,6786.0,156695810,4.3
2015,All Races,Male,Stomach,Incidence,8.9,15096.0,157906843,9.6
2015,All Races,Male,Stomach,Mortality,4.1,6753.0,157906843,4.3
2016,All Races,Male,Stomach,Incidence,8.8,15152.0,159085693,9.5
2016,All Races,Male,Stomach,Mortality,4.0,6845.0,159085693,4.3
2017,All Races,Male,Stomach,Incidence,8.6,15237.0,160113445,9.5
2017,All Races,Male,Stomach,Mortality,3.9,6680.0,160113445,4.2
2018,All Races,Male,Stomach,Incidence,8.4,15172.0,160960513,9.4
2018,All Races,Male,Stomach,Mortality,3.7,6628.0,160960513,4.1
2019,All Races,Male,Stomach,Incidence,8.2,15346.0,161692336,9.5
2019,All Races,Male,Stomach,Mortality,3.7,6622.0,161692336,4.1
2020,All Races,Male,Stomach,Incidence,7.5,13795.0,157351603,8.8
2020,All Races,Male,Stomach,Mortality,3.6,6663.0,162256202,4.1
2000,All Races,Male,Testis,Incidence,5.3,7492.0,136692444,5.5
2000,All Races,Male,Testis,Mortality,0.2,338.0,138443407,0.2
2001,All Races,Male,Testis,Incidence,5.4,7584.0,138511984,5.5
2001,All Races,Male,Testis,Mortality,0.2,335.0,139891492,0.2
2002,All Races,Male,Testis,Incidence,5.2,7409.0,139847290,5.3
2002,All Races,Male,Testis,Mortality,0.3,393.0,141230559,0.3
2003,All Races,Male,Testis,Incidence,5.4,7769.0,142428897,5.5
2003,All Races,Male,Testis,Mortality,0.2,344.0,142428897,0.2
2004,All Races,Male,Testis,Incidence,5.5,7907.0,143828012,5.5
2004,All Races,Male,Testis,Mortality,0.3,357.0,143828012,0.2
2005,All Races,Male,Testis,Incidence,5.6,8148.0,145197078,5.6
2005,All Races,Male,Testis,Mortality,0.2,359.0,145197078,0.2
2006,All Races,Male,Testis,Incidence,5.4,7899.0,146647265,5.4
2006,All Races,Male,Testis,Mortality,0.2,358.0,146647265,0.2
2007,All Races,Male,Testis,Incidence,5.5,8087.0,148064854,5.5
2007,All Races,Male,Testis,Mortality,0.2,326.0,148064854,0.2
2008,All Races,Male,Testis,Incidence,5.6,8273.0,149489951,5.5
2008,All Races,Male,Testis,Mortality,0.2,358.0,149489951,0.2
2009,All Races,Male,Testis,Incidence,5.5,8208.0,150807454,5.4
2009,All Races,Male,Testis,Mortality,0.3,376.0,150807454,0.2
2010,All Races,Male,Testis,Incidence,5.6,8324.0,152077478,5.5
2010,All Races,Male,Testis,Mortality,0.3,399.0,152077478,0.3
2011,All Races,Male,Testis,Incidence,5.5,8208.0,153212980,5.4
2011,All Races,Male,Testis,Mortality,0.3,380.0,153212980,0.2
2012,All Races,Male,Testis,Incidence,5.6,8432.0,154397027,5.5
2012,All Races,Male,Testis,Mortality,0.3,386.0,154397027,0.3
2013,All Races,Male,Testis,Incidence,5.6,8602.0,155514054,5.5
2013,All Races,Male,Testis,Mortality,0.2,383.0,155514054,0.2
2014,All Races,Male,Testis,Incidence,5.8,8854.0,156695810,5.7
2014,All Races,Male,Testis,Mortality,0.3,411.0,156695810,0.3
2015,All Races,Male,Testis,Incidence,5.7,8808.0,157906843,5.6
2015,All Races,Male,Testis,Mortality,0.2,374.0,157906843,0.2
2016,All Races,Male,Testis,Incidence,5.9,9140.0,159085693,5.7
2016,All Races,Male,Testis,Mortality,0.3,431.0,159085693,0.3
2017,All Races,Male,Testis,Incidence,5.7,9005.0,160113445,5.6
2017,All Races,Male,Testis,Mortality,0.3,425.0,160113445,0.3
2018,All Races,Male,Testis,Incidence,5.9,9188.0,160960513,5.7
2018,All Races,Male,Testis,Mortality,0.2,401.0,160960513,0.2
2019,All Races,Male,Testis,Incidence,5.8,9063.0,161692336,5.6
2019,All Races,Male,Testis,Mortality,0.3,458.0,161692336,0.3
2020,All Races,Male,Testis,Incidence,5.6,8596.0,157351603,5.5
2020,All Races,Male,Testis,Mortality,0.3,461.0,162256202,0.3
2000,All Races,Male,Thyroid,Incidence,3.9,5046.0,136692444,3.7
2000,All Races,Male,Thyroid,Mortality,0.5,550.0,138443407,0.4
2001,All Races,Male,Thyroid,Incidence,4.0,5303.0,138511984,3.8
2001,All Races,Male,Thyroid,Mortality,0.5,568.0,139891492,0.4
2002,All Races,Male,Thyroid,Incidence,4.3,5890.0,139847290,4.2
2002,All Races,Male,Thyroid,Mortality,0.5,558.0,141230559,0.4
2003,All Races,Male,Thyroid,Incidence,4.4,6126.0,142428897,4.3
2003,All Races,Male,Thyroid,Mortality,0.4,533.0,142428897,0.4
2004,All Races,Male,Thyroid,Incidence,4.8,6727.0,143828012,4.7
2004,All Races,Male,Thyroid,Mortality,0.5,593.0,143828012,0.4
2005,All Races,Male,Thyroid,Incidence,5.3,7619.0,145197078,5.2
2005,All Races,Male,Thyroid,Mortality,0.5,612.0,145197078,0.4
2006,All Races,Male,Thyroid,Incidence,5.5,8064.0,146647265,5.5
2006,All Races,Male,Thyroid,Mortality,0.5,614.0,146647265,0.4
2007,All Races,Male,Thyroid,Incidence,6.0,8839.0,148064854,6.0
2007,All Races,Male,Thyroid,Mortality,0.5,694.0,148064854,0.5
2008,All Races,Male,Thyroid,Incidence,6.5,9765.0,149489951,6.5
2008,All Races,Male,Thyroid,Mortality,0.5,687.0,149489951,0.5
2009,All Races,Male,Thyroid,Incidence,6.9,10538.0,150807454,7.0
2009,All Races,Male,Thyroid,Mortality,0.5,730.0,150807454,0.5
2010,All Races,Male,Thyroid,Incidence,6.9,10772.0,152077478,7.1
2010,All Races,Male,Thyroid,Mortality,0.5,723.0,152077478,0.5
2011,All Races,Male,Thyroid,Incidence,7.1,11179.0,153212980,7.3
2011,All Races,Male,Thyroid,Mortality,0.5,788.0,153212980,0.5
2012,All Races,Male,Thyroid,Incidence,7.3,11659.0,154397027,7.6
2012,All Races,Male,Thyroid,Mortality,0.5,775.0,154397027,0.5
2013,All Races,Male,Thyroid,Incidence,7.5,12115.0,155514054,7.8
2013,All Races,Male,Thyroid,Mortality,0.5,838.0,155514054,0.5
2014,All Races,Male,Thyroid,Incidence,7.5,12409.0,156695810,7.9
2014,All Races,Male,Thyroid,Mortality,0.5,796.0,156695810,0.5
2015,All Races,Male,Thyroid,Incidence,7.5,12523.0,157906843,7.9
2015,All Races,Male,Thyroid,Mortality,0.5,884.0,157906843,0.6
2016,All Races,Male,Thyroid,Incidence,7.5,12649.0,159085693,8.0
2016,All Races,Male,Thyroid,Mortality,0.5,926.0,159085693,0.6
2017,All Races,Male,Thyroid,Incidence,7.1,12173.0,160113445,7.6
2017,All Races,Male,Thyroid,Mortality,0.5,889.0,160113445,0.6
2018,All Races,Male,Thyroid,Incidence,7.1,12373.0,160960513,7.7
2018,All Races,Male,Thyroid,Mortality,0.5,919.0,160960513,0.6
2019,All Races,Male,Thyroid,Incidence,7.3,12783.0,161692336,7.9
2019,All Races,Male,Thyroid,Mortality,0.5,957.0,161692336,0.6
2020,All Races,Male,Thyroid,Incidence,6.3,10791.0,157351603,6.9
2020,All Races,Male,Thyroid,Mortality,0.5,928.0,162256202,0.6
2000,All Races,Male,Tongue,Incidence,3.9,4978.0,136692444,3.6
2000,All Races,Male,Tongue,Mortality,0.9,1115.0,138443407,0.8
2001,All Races,Male,Tongue,Incidence,4.0,5140.0,138511984,3.7
2001,All Races,Male,Tongue,Mortality,0.9,1191.0,139891492,0.9
2002,All Races,Male,Tongue,Incidence,4.1,5491.0,139847290,3.9
2002,All Races,Male,Tongue,Mortality,0.9,1220.0,141230559,0.9
2003,All Races,Male,Tongue,Incidence,4.3,5932.0,142428897,4.2
2003,All Races,Male,Tongue,Mortality,0.9,1241.0,142428897,0.9
2004,All Races,Male,Tongue,Incidence,4.4,6182.0,143828012,4.3
2004,All Races,Male,Tongue,Mortality,0.9,1228.0,143828012,0.9
2005,All Races,Male,Tongue,Incidence,4.4,6330.0,145197078,4.4
2005,All Races,Male,Tongue,Mortality,0.9,1285.0,145197078,0.9
2006,All Races,Male,Tongue,Incidence,4.4,6586.0,146647265,4.5
2006,All Races,Male,Tongue,Mortality,0.9,1253.0,146647265,0.9
2007,All Races,Male,Tongue,Incidence,4.8,7282.0,148064854,4.9
2007,All Races,Male,Tongue,Mortality,0.9,1343.0,148064854,0.9
2008,All Races,Male,Tongue,Incidence,5.0,7739.0,149489951,5.2
2008,All Races,Male,Tongue,Mortality,0.9,1315.0,149489951,0.9
2009,All Races,Male,Tongue,Incidence,5.0,7989.0,150807454,5.3
2009,All Races,Male,Tongue,Mortality,0.9,1317.0,150807454,0.9
2010,All Races,Male,Tongue,Incidence,4.9,8031.0,152077478,5.3
2010,All Races,Male,Tongue,Mortality,0.9,1421.0,152077478,0.9
2011,All Races,Male,Tongue,Incidence,5.3,8854.0,153212980,5.8
2011,All Races,Male,Tongue,Mortality,0.9,1441.0,153212980,0.9
2012,All Races,Male,Tongue,Incidence,5.3,9123.0,154397027,5.9
2012,All Races,Male,Tongue,Mortality,0.9,1488.0,154397027,1.0
2013,All Races,Male,Tongue,Incidence,5.4,9491.0,155514054,6.1
2013,All Races,Male,Tongue,Mortality,0.9,1507.0,155514054,1.0
2014,All Races,Male,Tongue,Incidence,5.6,10102.0,156695810,6.4
2014,All Races,Male,Tongue,Mortality,1.0,1661.0,156695810,1.1
2015,All Races,Male,Tongue,Incidence,5.7,10371.0,157906843,6.6
2015,All Races,Male,Tongue,Mortality,1.0,1731.0,157906843,1.1
2016,All Races,Male,Tongue,Incidence,5.8,10820.0,159085693,6.8
2016,All Races,Male,Tongue,Mortality,1.0,1858.0,159085693,1.2
2017,All Races,Male,Tongue,Incidence,5.9,11069.0,160113445,6.9
2017,All Races,Male,Tongue,Mortality,1.0,1841.0,160113445,1.1
2018,All Races,Male,Tongue,Incidence,5.9,11292.0,160960513,7.0
2018,All Races,Male,Tongue,Mortality,1.0,1833.0,160960513,1.1
2019,All Races,Male,Tongue,Incidence,5.9,11564.0,161692336,7.2
2019,All Races,Male,Tongue,Mortality,1.0,1858.0,161692336,1.1
2020,All Races,Male,Tongue,Incidence,5.6,10903.0,157351603,6.9
2020,All Races,Male,Tongue,Mortality,1.0,1942.0,162256202,1.2
2000,All Races,Male,Tonsil,Incidence,2.3,3053.0,136692444,2.2
2000,All Races,Male,Tonsil,Mortality,0.3,390.0,138443407,0.3
2001,All Races,Male,Tonsil,Incidence,2.4,3191.0,138511984,2.3
2001,All Races,Male,Tonsil,Mortality,0.4,460.0,139891492,0.3
2002,All Races,Male,Tonsil,Incidence,2.5,3499.0,139847290,2.5
2002,All Races,Male,Tonsil,Mortality,0.4,476.0,141230559,0.3
2003,All Races,Male,Tonsil,Incidence,2.6,3739.0,142428897,2.6
2003,All Races,Male,Tonsil,Mortality,0.3,472.0,142428897,0.3
2004,All Races,Male,Tonsil,Incidence,2.8,4066.0,143828012,2.8
2004,All Races,Male,Tonsil,Mortality,0.3,458.0,143828012,0.3
2005,All Races,Male,Tonsil,Incidence,2.8,4178.0,145197078,2.9
2005,All Races,Male,Tonsil,Mortality,0.3,489.0,145197078,0.3
2006,All Races,Male,Tonsil,Incidence,2.9,4462.0,146647265,3.0
2006,All Races,Male,Tonsil,Mortality,0.3,498.0,146647265,0.3
2007,All Races,Male,Tonsil,Incidence,3.0,4754.0,148064854,3.2
2007,All Races,Male,Tonsil,Mortality,0.4,535.0,148064854,0.4
2008,All Races,Male,Tonsil,Incidence,3.2,5165.0,149489951,3.5
2008,All Races,Male,Tonsil,Mortality,0.4,584.0,149489951,0.4
2009,All Races,Male,Tonsil,Incidence,3.4,5698.0,150807454,3.8
2009,All Races,Male,Tonsil,Mortality,0.4,568.0,150807454,0.4
2010,All Races,Male,Tonsil,Incidence,3.4,5719.0,152077478,3.8
2010,All Races,Male,Tonsil,Mortality,0.4,641.0,152077478,0.4
2011,All Races,Male,Tonsil,Incidence,3.5,6128.0,153212980,4.0
2011,All Races,Male,Tonsil,Mortality,0.4,657.0,153212980,0.4
2012,All Races,Male,Tonsil,Incidence,3.5,6199.0,154397027,4.0
2012,All Races,Male,Tonsil,Mortality,0.4,714.0,154397027,0.5
2013,All Races,Male,Tonsil,Incidence,3.7,6726.0,155514054,4.3
2013,All Races,Male,Tonsil,Mortality,0.4,657.0,155514054,0.4
2014,All Races,Male,Tonsil,Incidence,3.9,7054.0,156695810,4.5
2014,All Races,Male,Tonsil,Mortality,0.4,737.0,156695810,0.5
2015,All Races,Male,Tonsil,Incidence,3.8,7193.0,157906843,4.6
2015,All Races,Male,Tonsil,Mortality,0.4,767.0,157906843,0.5
2016,All Races,Male,Tonsil,Incidence,4.0,7645.0,159085693,4.8
2016,All Races,Male,Tonsil,Mortality,0.5,853.0,159085693,0.5
2017,All Races,Male,Tonsil,Incidence,4.1,7771.0,160113445,4.9
2017,All Races,Male,Tonsil,Mortality,0.5,901.0,160113445,0.6
2018,All Races,Male,Tonsil,Incidence,4.0,7783.0,160960513,4.8
2018,All Races,Male,Tonsil,Mortality,0.5,910.0,160960513,0.6
2019,All Races,Male,Tonsil,Incidence,4.1,8025.0,161692336,5.0
2019,All Races,Male,Tonsil,Mortality,0.5,896.0,161692336,0.6
2020,All Races,Male,Tonsil,Incidence,3.8,7363.0,157351603,4.7
2020,All Races,Male,Tonsil,Mortality,0.5,939.0,162256202,0.6
2000,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Incidence,0.3,370.0,136692444,0.3
2000,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Mortality,0.1,173.0,138443407,0.1
2001,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Incidence,0.3,379.0,138511984,0.3
2001,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Mortality,0.1,168.0,139891492,0.1
2002,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Incidence,0.3,360.0,139847290,0.3
2002,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Mortality,0.1,174.0,141230559,0.1
2003,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Incidence,0.3,380.0,142428897,0.3
2003,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Mortality,0.1,163.0,142428897,0.1
2004,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Incidence,0.3,402.0,143828012,0.3
2004,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Mortality,0.1,118.0,143828012,0.1
2005,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Incidence,0.3,402.0,145197078,0.3
2005,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Mortality,0.1,108.0,145197078,0.1
2006,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Incidence,0.3,365.0,146647265,0.2
2006,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Mortality,0.1,129.0,146647265,0.1
2007,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Incidence,0.3,387.0,148064854,0.3
2007,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Mortality,0.1,126.0,148064854,0.1
2008,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Incidence,0.3,439.0,149489951,0.3
2008,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Mortality,0.1,129.0,149489951,0.1
2009,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Incidence,0.3,404.0,150807454,0.3
2009,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Mortality,0.1,125.0,150807454,0.1
2010,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Incidence,0.3,420.0,152077478,0.3
2010,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Mortality,0.1,150.0,152077478,0.1
2011,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Incidence,0.3,393.0,153212980,0.3
2011,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Mortality,0.1,125.0,153212980,0.1
2012,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Incidence,0.3,408.0,154397027,0.3
2012,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Mortality,0.1,141.0,154397027,0.1
2013,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Incidence,0.3,441.0,155514054,0.3
2013,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Mortality,0.1,145.0,155514054,0.1
2014,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Incidence,0.3,419.0,156695810,0.3
2014,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Mortality,0.1,145.0,156695810,0.1
2015,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Incidence,0.2,402.0,157906843,0.3
2015,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Mortality,0.1,155.0,157906843,0.1
2016,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Incidence,0.3,443.0,159085693,0.3
2016,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Mortality,0.1,159.0,159085693,0.1
2017,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Incidence,0.2,418.0,160113445,0.3
2017,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Mortality,0.1,170.0,160113445,0.1
2018,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Incidence,0.2,416.0,160960513,0.3
2018,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Mortality,0.1,172.0,160960513,0.1
2019,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Incidence,0.3,451.0,161692336,0.3
2019,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Mortality,0.1,187.0,161692336,0.1
2020,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Incidence,0.2,366.0,157351603,0.2
2020,All Races,Male,"Trachea, Mediastinum and Other Respiratory Organs",Mortality,0.1,200.0,162256202,0.1
2000,All Races,Male,Ureter,Incidence,0.9,1019.0,136692444,0.7
2000,All Races,Male,Ureter,Mortality,0.2,170.0,138443407,0.1
2001,All Races,Male,Ureter,Incidence,0.8,1000.0,138511984,0.7
2001,All Races,Male,Ureter,Mortality,0.1,165.0,139891492,0.1
2002,All Races,Male,Ureter,Incidence,0.9,1049.0,139847290,0.8
2002,All Races,Male,Ureter,Mortality,0.1,166.0,141230559,0.1
2003,All Races,Male,Ureter,Incidence,0.8,1030.0,142428897,0.7
2003,All Races,Male,Ureter,Mortality,0.1,149.0,142428897,0.1
2004,All Races,Male,Ureter,Incidence,0.8,1046.0,143828012,0.7
2004,All Races,Male,Ureter,Mortality,0.1,177.0,143828012,0.1
2005,All Races,Male,Ureter,Incidence,0.8,1061.0,145197078,0.7
2005,All Races,Male,Ureter,Mortality,0.2,191.0,145197078,0.1
2006,All Races,Male,Ureter,Incidence,0.9,1102.0,146647265,0.8
2006,All Races,Male,Ureter,Mortality,0.2,189.0,146647265,0.1
2007,All Races,Male,Ureter,Incidence,0.8,1082.0,148064854,0.7
2007,All Races,Male,Ureter,Mortality,0.1,187.0,148064854,0.1
2008,All Races,Male,Ureter,Incidence,0.8,1124.0,149489951,0.8
2008,All Races,Male,Ureter,Mortality,0.2,194.0,149489951,0.1
2009,All Races,Male,Ureter,Incidence,0.8,1114.0,150807454,0.7
2009,All Races,Male,Ureter,Mortality,0.1,197.0,150807454,0.1
2010,All Races,Male,Ureter,Incidence,0.8,1178.0,152077478,0.8
2010,All Races,Male,Ureter,Mortality,0.1,194.0,152077478,0.1
2011,All Races,Male,Ureter,Incidence,0.8,1206.0,153212980,0.8
2011,All Races,Male,Ureter,Mortality,0.1,180.0,153212980,0.1
2012,All Races,Male,Ureter,Incidence,0.8,1253.0,154397027,0.8
2012,All Races,Male,Ureter,Mortality,0.1,212.0,154397027,0.1
2013,All Races,Male,Ureter,Incidence,0.8,1232.0,155514054,0.8
2013,All Races,Male,Ureter,Mortality,0.2,251.0,155514054,0.2
2014,All Races,Male,Ureter,Incidence,0.8,1323.0,156695810,0.8
2014,All Races,Male,Ureter,Mortality,0.1,217.0,156695810,0.1
2015,All Races,Male,Ureter,Incidence,0.8,1315.0,157906843,0.8
